id:ID	:LABEL	comp	condition
decl;ENABLE_SIGPIPE;;	cVariable	bdb/feature.h/	
decl;ENABLE_SIGTERM;;	cVariable	bdb/feature.h/	
decl;ENABLE_SO_KEEPALIVE;;	cVariable	bdb/feature.h/	
decl;ENABLE_STAT_MACROS_BROKEN;;	cVariable	bdb/feature.h/	
decl;ENABLE_STDERR_FILENO;;	cVariable	bdb/feature.h/	
decl;ENABLE_S_ISDIR;;	cVariable	bdb/feature.h/	
decl;ENABLE_U16_TYPE_DEFINED;;	cVariable	bdb/feature.h/	
decl;ENABLE_U32_TYPE_DEFINED;;	cVariable	bdb/feature.h/	
decl;ENABLE_U8_TYPE_DEFINED;;	cVariable	bdb/feature.h/	
decl;ENABLE_UINT64_FMT;;	cVariable	bdb/feature.h/	
decl;ENABLE_UMRW;;	cVariable	bdb/feature.h/	
decl;ENABLE_VERBOSE;;	cVariable	bdb/feature.h/	
decl;ENABLE_VMS;;	cVariable	bdb/feature.h/	
decl;EnvMap;static;bdb/env/env_method.c;;	cVariable	bdb/env/	
decl;LogMap;static;bdb/log/log_method.c;;	cVariable	bdb/log/	
decl;MutexFlagNames;static;bdb/mutex/mut_stat.c;;	cVariable	bdb/mutex/	
decl;Td0;static;bdb/crypto/rijndael/rijndael-alg-fst.c;;	cVariable	bdb/crypto/	
decl;Td1;static;bdb/crypto/rijndael/rijndael-alg-fst.c;;	cVariable	bdb/crypto/	
decl;Td2;static;bdb/crypto/rijndael/rijndael-alg-fst.c;;	cVariable	bdb/crypto/	
decl;Td3;static;bdb/crypto/rijndael/rijndael-alg-fst.c;;	cVariable	bdb/crypto/	
decl;Td4;static;bdb/crypto/rijndael/rijndael-alg-fst.c;;	cVariable	bdb/crypto/	
decl;Te0;static;bdb/crypto/rijndael/rijndael-alg-fst.c;;	cVariable	bdb/crypto/	
decl;Te1;static;bdb/crypto/rijndael/rijndael-alg-fst.c;;	cVariable	bdb/crypto/	
decl;Te2;static;bdb/crypto/rijndael/rijndael-alg-fst.c;;	cVariable	bdb/crypto/	
decl;Te3;static;bdb/crypto/rijndael/rijndael-alg-fst.c;;	cVariable	bdb/crypto/	
decl;Te4;static;bdb/crypto/rijndael/rijndael-alg-fst.c;;	cVariable	bdb/crypto/	
decl;___bam_adj_args::fileid;;	cVariable	bdb/dbinc_auto/	
decl;___bam_adj_args::indx;;	cVariable	bdb/dbinc_auto/	
decl;___bam_adj_args::indx_copy;;	cVariable	bdb/dbinc_auto/	
decl;___bam_adj_args::is_insert;;	cVariable	bdb/dbinc_auto/	
decl;___bam_adj_args::lsn;;	cVariable	bdb/dbinc_auto/	
decl;___bam_adj_args::pgno;;	cVariable	bdb/dbinc_auto/	
decl;___bam_adj_args::prev_lsn;;	cVariable	bdb/dbinc_auto/	
decl;___bam_adj_args::txnp;;	cVariable	bdb/dbinc_auto/	
decl;___bam_adj_args::type;;	cVariable	bdb/dbinc_auto/	
decl;___bam_cadjust_args::adjust;;	cVariable	bdb/dbinc_auto/	
decl;___bam_cadjust_args::fileid;;	cVariable	bdb/dbinc_auto/	
decl;___bam_cadjust_args::indx;;	cVariable	bdb/dbinc_auto/	
